,Unnamed: 0,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,seen_ep1,seen_ep2,seen_ep3,seen_ep4,seen_ep5,seen_ep6,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
69,69,3291992352,True,True,True,True,True,True,True,True,4.0,5.0,3.0,6.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,,Very favorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central
70,70,3291945498,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat favorably,Han,No,,Yes,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
71,71,3291940517,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,18-29,"$100,000 - $149,999",Bachelor degree,West North Central
72,72,3291871486,True,True,True,True,True,True,True,True,5.0,6.0,2.0,4.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,Yes,No,Yes,Male,18-29,"$100,000 - $149,999",Graduate degree,South Atlantic
73,73,3291778150,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,18-29,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
74,74,3291766314,True,False,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Male,30-44,"$50,000 - $99,999",High school degree,Pacific
75,75,3291762799,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
76,76,3291707153,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Male,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
77,77,3291701619,True,True,True,True,True,True,True,True,6.0,5.0,2.0,3.0,4.0,1.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,Yes,Male,18-29,,Bachelor degree,New England
78,78,3291696391,True,True,True,True,False,True,True,True,5.0,4.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,Yes,No,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,West North Central
79,79,3291684768,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Han,No,,No,Male,30-44,"$100,000 - $149,999",Graduate degree,East North Central
80,80,3291669388,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,81,3291661584,True,False,False,False,False,False,True,True,6.0,5.0,4.0,3.0,2.0,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
82,82,3291658046,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,Yes,Male,30-44,,Graduate degree,South Atlantic
83,83,3291654919,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,3.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,No,,Yes,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
84,84,3291653882,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,"$50,000 - $99,999",Some college or Associate degree,East North Central
85,85,3291650311,True,True,True,True,True,True,True,True,6.0,5.0,3.0,2.0,1.0,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
86,86,3291649780,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,
87,87,3291648660,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,,,West North Central
88,88,3291641416,True,False,True,True,True,False,True,True,1.0,4.0,3.0,6.0,5.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,,Very favorably,Greedo,Yes,No,Yes,Male,> 60,"$100,000 - $149,999",Graduate degree,East North Central
89,89,3291635934,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,New England
90,90,3291634205,True,False,True,True,False,True,True,True,5.0,4.0,6.0,2.0,3.0,1.0,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,No,,No,Male,30-44,"$0 - $24,999",Bachelor degree,Pacific
91,91,3291618031,True,False,False,False,False,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,,No,Male,18-29,,Bachelor degree,Middle Atlantic
92,92,3291603688,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,"$25,000 - $49,999",,West North Central
93,93,3291602842,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,Yes,No,No,Male,30-44,"$50,000 - $99,999",High school degree,Pacific
94,94,3291598188,True,True,False,False,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Male,> 60,"$50,000 - $99,999",High school degree,South Atlantic
95,95,3291588139,True,True,True,True,True,True,True,True,1.0,4.0,5.0,2.0,3.0,6.0,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Han,No,,Yes,Male,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
96,96,3291570206,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,97,3291548852,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,No,,No,Male,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
98,98,3291529925,True,True,True,True,True,True,True,True,3.0,5.0,6.0,2.0,1.0,4.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
99,99,3291524547,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Greedo,No,,No,Male,> 60,"$50,000 - $99,999",Bachelor degree,East North Central
100,100,3291502449,True,True,True,True,False,False,True,True,2.0,3.0,6.0,5.0,1.0,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,Yes,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
101,101,3291497337,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),,Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,Yes,Yes,Male,> 60,"$150,000+",Bachelor degree,South Atlantic
102,102,3291482197,True,True,True,True,True,True,True,True,5.0,3.0,4.0,6.0,2.0,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,No,,Yes,Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
103,103,3291476650,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,East North Central
104,104,3291470613,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
105,105,3291469991,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,3291468155,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Greedo,No,,Yes,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific
107,107,3291461574,True,True,False,False,False,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,No,,Yes,Male,30-44,,Bachelor degree,East North Central
108,108,3291455642,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,,Very favorably,Very favorably,,Very favorably,,Very unfavorably,,,Very favorably,Very favorably,Very favorably,,,I don't understand this question,No,,No,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
109,109,3291446474,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Male,30-44,"$50,000 - $99,999",High school degree,East North Central
110,110,3291446275,True,True,True,True,True,True,True,True,3.0,5.0,6.0,2.0,4.0,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Han,No,,Yes,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
111,111,3291439708,True,True,True,True,False,False,True,True,1.0,4.0,5.0,6.0,2.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,Greedo,Yes,No,Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
112,112,3291439404,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
