,RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which of the following Star Wars films have you seen? Please select all that apply.,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
326,3290761823,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$0 - $24,999",High school degree,Pacific
327,3290760722,True,True,,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,I don't understand this question,No,,Yes,Female,45-60,,Some college or Associate degree,East North Central
328,3290759512,True,True,,,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,4.0,3.0,6.0,1.0,2.0,Very favorably,Very favorably,,,Very favorably,,Very favorably,Very favorably,,Very favorably,Very favorably,,,Very favorably,I don't understand this question,No,,Yes,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East South Central
329,3290758362,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,3.0,6.0,4.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Han,Yes,No,No,Male,18-29,,Some college or Associate degree,Middle Atlantic
330,3290757230,True,False,Star Wars: Episode I  The Phantom Menace,,,,,,4.0,1.0,2.0,3.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",High school degree,Pacific
331,3290756394,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,No,Female,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
332,3290755451,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,,Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
333,3290753390,True,False,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,5.0,3.0,4.0,6.0,2.0,1.0,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Somewhat favorably,Han,Yes,Yes,Yes,Male,45-60,"$0 - $24,999",Some college or Associate degree,New England
334,3290749764,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,3.0,2.0,5.0,1.0,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
335,3290749229,True,False,,,,,Star Wars: Episode V The Empire Strikes Back,,2.0,3.0,4.0,5.0,1.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,East North Central
336,3290746853,True,False,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,,Somewhat favorably,Neither favorably nor unfavorably (neutral),,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Han,Yes,Yes,Yes,Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic
337,3290744027,True,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,3290741994,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Greedo,Yes,Yes,Yes,Male,30-44,,Some college or Associate degree,Mountain
339,3290741405,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
340,3290740448,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,I don't understand this question,No,,Yes,Female,45-60,"$150,000+",Bachelor degree,Mountain
341,3290739967,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,3.0,4.0,5.0,6.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Yes,No,No,Female,45-60,,High school degree,West North Central
342,3290739235,True,False,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
343,3290738262,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$25,000 - $49,999",High school degree,East South Central
344,3290737104,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
345,3290736072,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,5.0,3.0,2.0,1.0,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Yes,Yes,No,Male,45-60,"$150,000+",Bachelor degree,Pacific
346,3290734874,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,No,,No,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
347,3290733932,True,False,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
348,3290733316,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Female,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
349,3290732383,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,3.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,No,Male,30-44,"$50,000 - $99,999",High school degree,Mountain
350,3290727763,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,1.0,4.0,3.0,2.0,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,No,Male,30-44,"$100,000 - $149,999",Graduate degree,East North Central
351,3290726075,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Greedo,No,,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
352,3290719847,True,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,3290718359,True,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,3290717899,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,3.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,No,,Yes,Male,45-60,"$150,000+",Bachelor degree,East North Central
355,3290717372,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$25,000 - $49,999",Graduate degree,East South Central
356,3290714941,True,False,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,2.0,1.0,6.0,4.0,5.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,No,Male,30-44,"$0 - $24,999",High school degree,West South Central
357,3290714484,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,3.0,5.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
358,3290714430,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,West South Central
359,3290714378,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,1.0,2.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
360,3290712204,True,False,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Male,45-60,"$100,000 - $149,999",High school degree,East North Central
361,3290711898,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
362,3290711882,True,False,,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,,,6.0,3.0,5.0,4.0,1.0,2.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Han,No,,Yes,Female,18-29,,Some college or Associate degree,South Atlantic
363,3290711757,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3290711487,True,False,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
365,3290711262,True,False,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,,,,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,,,Very unfavorably,Very unfavorably,,,Very unfavorably,I don't understand this question,Yes,No,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
366,3290708664,True,False,,,,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,> 60,"$0 - $24,999",Bachelor degree,South Atlantic
367,3290707402,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,3290706716,True,False,Star Wars: Episode I  The Phantom Menace,,Star Wars: Episode III  Revenge of the Sith,,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,3.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Male,> 60,"$100,000 - $149,999",Bachelor degree,West South Central
369,3290706611,True,False,Star Wars: Episode I  The Phantom Menace,,,,Star Wars: Episode V The Empire Strikes Back,,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
370,3290703210,True,False,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,2.0,4.0,6.0,3.0,5.0,1.0,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,No,,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
371,3290701442,True,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3290700285,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,3.0,6.0,5.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,,,,,,,,,
373,3290700214,True,False,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
374,3290700030,True,True,Star Wars: Episode I  The Phantom Menace,,,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,5.0,3.0,2.0,6.0,1.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,Yes,Male,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
375,3290699410,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,4.0,6.0,3.0,5.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,45-60,,Bachelor degree,Pacific
376,3290695784,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
377,3290695316,True,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,3290694269,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
379,3290693095,True,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,3290692020,False,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
381,3290691758,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,Yes,No,No,Male,18-29,"$0 - $24,999",Graduate degree,West South Central
382,3290689343,True,False,Star Wars: Episode I  The Phantom Menace,,,,,,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Greedo,No,,No,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
383,3290687981,True,True,Star Wars: Episode I  The Phantom Menace,Star Wars: Episode II  Attack of the Clones,Star Wars: Episode III  Revenge of the Sith,Star Wars: Episode IV  A New Hope,Star Wars: Episode V The Empire Strikes Back,Star Wars: Episode VI Return of the Jedi,6.0,5.0,4.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),,,,,,,,,
